id,name,description,picture_url,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,reviews_per_month,region,cleaned_name
18674998,Cozy Premium Studio In Orchard Road (300 sqft),"We are located just 3 mins walk away from Orchard Road and train station. You can retreat and expect a quiet and serene neighborhood despite the short distance to the busy Orchard road.<br /><br />The apartment comes with a queen sized-bed, air conditioned, Private Bathroom, Working table, LCD TV and quality WIFI.<br /><br />24 hrs grocery store and local food paradise with Indonesian, Thai, Japanese, Vietnamese and Singapore cuisine are just located 2 mins walk away.",https://a0.muscache.com/pictures/a07fb4e4-8549-4337-95c3-8bc6156e874e.jpg,River Valley,1.29765,103.83627,Room in serviced apartment,Hotel room,2,1 private bath,0,1,193,6,7,4.43,5,4.57,5,5,4.83,4.5,FALSE,FALSE,within a few hours,90%,100%,0.08,Central Region,Cozy Premium Studio In Orchard Road
18675202,Premium Studio 2 Mins Walk To Orchard (300 sqft),"We are located just 3 mins walk to Orchard Road. You can retreat and expect a quiet and serene neighborhood despite the short distance to the city.<br /><br />The apartment comes with a queen sized-bed, air conditioned, Private Bathroom, Working table, LCD TV and quality WIFI.<br /><br />24 hrs grocery store and local food paradise with Indonesian, Thai, Japanese, Vietnamese and Singapore cuisine are just located 2 mins walk away.<br /><br />The nearest train station (Somerset MRT) is located just 3 mins walk away.",https://a0.muscache.com/pictures/c1b810c1-6999-4072-bd67-dd15e6a59eb0.jpg,Orchard,1.29892,103.83846,Room in serviced apartment,Hotel room,2,1 private bath,0,1,193,6,22,4.45,4.59,4.36,4.71,4.73,4.76,4.33,TRUE,FALSE,within a few hours,90%,100%,0.24,Central Region,Premium Studio To Orchard
18858584,Cozy Premium Studio 2 Mins To Orchard (300 sqft),"We are located just 3 mins walk to Orchard Road. You can retreat and expect a quiet and serene neighborhood despite the short distance to the city.<br /><br />The apartment comes with a queen sized-bed, air conditioned, Private Bathroom, Working table, LCD TV and quality WIFI.<br /><br />24 hrs grocery store and local food paradise with Indonesian, Thai, Japanese, Vietnamese and Singapore cuisine are just located 2 mins walk away.<br /><br />The nearest train station (Somerset MRT) is located just 3 mins walk away.",https://a0.muscache.com/pictures/965b1c16-b15a-4ff4-8f61-adf3220c783b.jpg,Orchard,1.29907,103.83825,Room in serviced apartment,Hotel room,2,1 private bath,2,1,193,6,12,4.58,4.58,4.42,4.67,4.67,4.75,4.33,FALSE,FALSE,within a few hours,90%,100%,0.13,Central Region,Cozy Premium Studio Orchard
18899288,Condo Beside Bt Batok Mrt ~ The Jade,"VERY convenient . Food court , shopping mall , Mrt, Bus interchange , All 1 min away. Private room with shared bathroom. Please introduce yourself and Inform reason for booking upon request",https://a0.muscache.com/pictures/b02c5b4f-bd8f-4d82-b13b-aaad0fb5c521.jpg,Bukit Batok,1.35036,103.74938,Private room in condo,Private room,2,1 private bath,1,1,70,93,6,4,4.2,4,4.6,4.6,4.6,4,FALSE,FALSE,within a day,100%,,0.07,West Region,Condo Beside Bt Batok
18905203,Room 2 - Affordable common room near university,"Are you a student or professional working in  NUS, NUH, One North, Maple Tree, Jurong, Clementi, Harborfront, Bouna Vista? We have a spacious & bright room with balcony in our house for long or short term. Please upload your full profile when booking",https://a0.muscache.com/pictures/b3363468-7f05-4eda-be46-95e826d845b6.jpg,Clementi,1.29558,103.76533,Private room in home,Private room,1,1 shared bath,1,0,53,90,35,5,4.97,5,5,5,4.91,4.94,FALSE,TRUE,within a day,100%,100%,0.41,West Region,Room Affordable common room
19056267,window greenery *roomC near CitySQ Mall.,"- Lockable Room & Fully Private (no sharing with strangers)<br />- Airconditioned, Singlebed, wardrobe & Desk/Chair <br />- Simple Bedsheet + Towel<br />- Free access wifi 1gbps<br />- Access to two bathrooms (shared with two others occupants in the apartment)<br />- The other 3 rooms are ensuites with own attached bathrooms inside",https://a0.muscache.com/pictures/6ddb799d-224e-4f6a-8d6e-39b4f3f9629f.jpg,Kallang,1.31112,103.85809,Private room in rental unit,Private room,1,2 shared baths,1,1,59,92,2,4.5,5,5,5,4.5,5,5,TRUE,FALSE,within a day,86%,100%,0.03,Central Region,window greenery roomC
19107598,Bali Moon Studio. Netflix/Farrer Pk MRT,"A tranquil oasis in the heart of Singapore! <br /><br />Stepping out of the quiet residential enclave, you would be delighted to find trendy cafes, local restaurants, food centre and market, City Square Mall and the 24hr Mustafah Centre, you can even stroll to Little India! <br /><br />Farrer Park Stn (NEL/Purlpe Line) 5 mins walk away will take you to many tourist attractions eg. Chinatown, Clark Quay, Boat Quay, Esplanade, Marina Bay Sands, Gardens by the Bay, VivoCity, Harbourfront, Botanic Garden and more!",https://a0.muscache.com/pictures/7102fec7-d0bc-4400-a7a4-6ec20ab424a0.jpg,Kallang,1.31633,103.85318,Entire guest suite,Entire home/apt,2,1.5 baths,1,2,90,92,82,4.74,4.87,4.6,4.89,4.96,4.68,4.65,TRUE,FALSE,within an hour,100%,100%,0.9,Central Region,Bali Moon Studio NetflixFarrer Pk
19200431,Michelle and Steven's place (II),"The bedroom has a high ceiling and big window. You can use kitchen to cook light meal and PUB bill will be shared among all tenants. Every morning you will wake up in fresh air, birds singing and the pure scent from the nature reserve just behind our building. Please come to enjoy the unique tranquil ambiance in Hillview vantage. The swimming pool is 20 steps away from doorway. HillV2 mall is two bus stops from the condo and so does Hillview mrt station.",https://a0.muscache.com/pictures/144852ec-7d58-4ee7-9a13-8f9406243b58.jpg,Bukit Batok,1.3577,103.75882,Private room in condo,Private room,1,1 shared bath,1,1,38,93,10,4.2,4.1,4,4.56,4.3,3.78,3.67,TRUE,FALSE,within a day,100%,100%,0.11,West Region,Michelle
19218794,Renovated Master Bedroom & own bathroom@East Coast,"Pool View Newly renovated Master bedroom attached own private bathroom at East Coast, 15 minutes walk to the beach and 10 minutes drive to the airport. Many buses connect you to CBD, Orchard and nearest Eunos MRT Stations.  Separate access to the Master Bedroom & bathroom.<br /><br />Condo situated very quiet Road, next to  East Coast/Siglap, near to East-coast Park, great restaurants, Pubs, bars, supermarkets & shopping mall. Free Parking; Unlimited surfing with Fiber broadband. Cooking is not allowed.",https://a0.muscache.com/pictures/dcbd3ac8-de98-40a7-97bf-263c5a3a4b16.jpg,Bedok,1.30954,103.91471,Private room in rental unit,Private room,2,1 private bath,3,5,100,92,32,4.84,4.94,4.88,4.94,4.97,4.63,4.77,FALSE,FALSE,,,,0.35,East Region,Renovated Master Bedroom own bathroomEast Coast
19231371,Superior Studio Room in house(8) with services,Expats / long term guests always come first !<br />Our Ezspace Team would like to host all guests.There are total 8 rooms in this big landed house. EZS Global offers fully furnished corporate housing solutions for expat accommodation in Singapore. They are located within walking distance. Free housekeeping/laundry services.,https://a0.muscache.com/pictures/ac113d4f-f21b-4e5d-9776-51e6dc83a75a.jpg,Bedok,1.31669,103.91258,Private room in home,Private room,3,1 private bath,1,1,130,92,2,4,4,4,5,5,4.5,4,FALSE,TRUE,within an hour,100%,90%,0.05,East Region,Superior Studio Room in house
19595322,Elegant Loft in the Heart of Orchard Road,"Our serviced apartment is located in the heart of Orchard Road, right next to the subway station and major shopping malls.<br /><br />Featuring high ceilings and bay windows, the loft comes with a lounge area and fully-equipped kitchenette. Each also has a cable/satellite TV, personal safe, free WiFi and ironing facilities.",https://a0.muscache.com/pictures/03a2e15f-87df-4958-9582-34dde60abd97.jpg,Orchard,1.30291,103.83403,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,273,6,13,4.85,5,4.85,5,4.92,5,4.92,TRUE,FALSE,within an hour,100%,93%,0.15,Central Region,Elegant Loft in the Heart of Orchard Road
19595827,Comfy 2BR Apartment in the Heart of Orchard Road,"My serviced apartment is located right in the heart of Orchard Road next to popular shopping malls like ION Orchard, Wisma Atria and Ngee Ann City.<br /><br />Aside from the unparalleled convenience of being right behind Singapore’s biggest shopping belt, Orchard MRT Station is at your doorstep and you’re just a train ride away to anywhere in Singapore.",https://a0.muscache.com/pictures/9c05043d-0961-4a1f-8f1d-96b6ee18015f.jpg,Orchard,1.30435,103.83382,Entire serviced apartment,Entire home/apt,5,2 baths,2,3,1003,6,27,4.78,4.89,4.63,5,4.96,5,4.63,TRUE,FALSE,within an hour,100%,93%,0.31,Central Region,Comfy 2BR Apartment in the Heart of Orchard Road
19648215,Lux Suite@Marina Bay Singapore (Studio),"ULTRA SINGAPORE just across the Road<br /><br />Special discounts for weekly and monthly stays!<br /><br />You will be staying at Singapore's tallest condo located at Marina Bay Financial district  almost 60floors up!<br /><br />Ideal for SOHO - SmallOfficeHomeOffice usage to live-work-and play<br /><br />A serviced apartment in the same building, rents @$7500/month",https://a0.muscache.com/pictures/5b9055b4-f6e3-46a7-8671-2e7594ba982d.jpg,Downtown Core,1.28203,103.85404,Entire condo,Entire home/apt,3,1 bath,0,1,239,92,6,3.67,3.67,3.83,4.33,4.17,4.33,3.83,FALSE,FALSE,,,,0.07,Central Region,Lux SuiteMarina Bay Singapore
19652882,Lux Studio@Marina Bay Singapore,"ULTRA SINGAPORE just across the Road<br /><br />Special discounts for weekly and monthly stays!<br /><br />You will be staying at Singapore's tallest condo located at Marina Bay Financial district almost 60floors up!<br /><br />Ideal for SOHO - SmallOfficeHomeOffice usage to live-work-and play<br /><br />A serviced apartment in the same building, rents @$7500/month",https://a0.muscache.com/pictures/b54df6ff-d53c-46fc-a0de-d0c686874837.jpg,Downtown Core,1.28065,103.8519,Entire rental unit,Entire home/apt,3,1 bath,1,0,224,92,2,3.5,3,3.5,3,3,5,3,FALSE,FALSE,,,,0.02,Central Region,Lux StudioMarina Bay Singapore
19774490,partial Ensuite* with own washer/dryer,"- Personal Private room with own shower cubicle & water basin<br />(but note: toilet cubicles / wc x3 are outside room at kitchen area shared by 5 others)<br />- Person private washer and dryer machine inside room, no-sharing<br />- Room has Aircon, Lockable door & Fully Private <br />- Queen-Size / Double-bed, study table + chair, Cable TV<br />- Basic Bedsheet / Towel<br />- Free wifi 1gbps",https://a0.muscache.com/pictures/2d6a6bdc-07a9-4819-af16-af9cb67224e3.jpg,Kallang,1.30791,103.86305,Private room in rental unit,Private room,1,3 baths,1,1,60,92,2,5,5,5,5,5,4.5,5,TRUE,FALSE,a few days or more,17%,100%,0.02,Central Region,partial Ensuite
19801431,"1960 Queenbed *RmQ, lavender bugis","- Fully Private (no sharing with strangers) <br />- Airconditioned Furnished w doublebed, wardrobe, desk, chair<br />- Basic bedsheet + towel<br />- Free access to 1gbps fibre wifi<br />- Access to 2 bathrooms (shared w 4 others housemates)<br />- Note total housemates in this big shared apartment",https://a0.muscache.com/pictures/4f5deb87-7e3f-4414-afbb-96aff229fa90.jpg,Kallang,1.3101,103.86166,Private room in rental unit,Private room,1,3 shared baths,1,1,49,92,1,5,5,5,5,5,5,5,TRUE,FALSE,a few days or more,17%,100%,0.01,Central Region,Queenbed RmQ lavender bugis
19831199,"Bright & Charming 1BR Shophouse Apt, 3mins to MRT","Charming apartment unit located on the second floor of a restored shophouse, filled with lots of natural light and fitted with beautiful hardwood floors. Guests have access to a small lap pool in the backyard. Located on a quiet street just minutes from the heart of downtown Singapore, and walking distance to three MRT stations (Little India, Dhoby Ghaut and Bras Basah), this is the perfect hub for exploring.",https://a0.muscache.com/pictures/d147f832-22e4-4bd3-beea-623ba8abb4f6.jpg,Rochor,1.30477,103.85073,Entire townhouse,Entire home/apt,3,1 bath,1,1,140,92,91,4.74,4.87,4.81,4.97,4.77,4.91,4.67,FALSE,FALSE,within a day,75%,50%,1.01,Central Region,Bright Charming 1BR Shophouse Apt
19895150,Rare Twin Studios /2rm @MarinaBaySG,ULTRA SINGAPORE just across the Road<br /><br />Ideal live-work&play SOHO SmallOffice-HomeOffice<br /><br />* 100% response rated ABB host! <br /><br />Just realized I'm the top 3(out of 60) cheapest listing for similar 2room+2bed+2baths in the Marina Bay Sands vicinity and the ONLY listing rated 5stars. <br /><br />With SUPERB reviews,https://a0.muscache.com/pictures/446e7314-0bde-4a5f-8426-c11aff46bcf6.jpg,Downtown Core,1.28116,103.8536,Entire condo,Entire home/apt,7,2 baths,2,3,461,92,4,4,3.75,4.25,5,4.75,5,3.75,FALSE,FALSE,,,,0.04,Central Region,Rare Twin Studios 2rm MarinaBaySG
20003123,"postwar window bunkbed room, just-U & no-sharing","* NOT for holiday visit pass holder<br />* 3mth lease and above is considered here, the longer the better<br />* Once booked, u need to submit your immigration pass, employment pass, work permit, student pass, foreigner passport or local / PR nric<br />- Airconditioned Bunkbed private room for you, no sharing with strangers<br />- You own the whole private room<br />- Wardrobe & study desk, simple bedsheet + towel <br />- Access to Three bathrooms (shared with 5 others singles tenants)<br />- Free access to 1gbps wifi",https://a0.muscache.com/pictures/18b5b94a-dfc7-4677-9f00-70a8091df266.jpg,Geylang,1.31661,103.88305,Private room in rental unit,Private room,1,3 shared baths,1,1,49,92,1,3,5,5,5,5,5,3,TRUE,FALSE,within a day,83%,86%,0.02,Central Region,postwar window bunkbed room justU nosharing
20016031,Lux 2Br at Tg Pagar  / Shenton Way,"Brand new kitchen, floorings, ACs, designer furnished..<br /><br />Overlooking Duxton road shophouses. TotalUnits:58<br />Craig Place is a 99-years leasehold apartment development located at Craig Road, Singapore in District 02, minutes walk to Tanjong Pagar MRT Station. Completed in 2003. Craig Place is close to Singapore General Hospital and Chinatown, walking distance to numerous eateries.<br /><br />Residents can head down to Tanjong Pagar Plaza or Amara Shopping Mall for amenities such as supermarkets",https://a0.muscache.com/pictures/614c259e-e965-42d2-9318-971980815fa0.jpg,Outram,1.27719,103.84256,Entire condo,Entire home/apt,6,1 bath,2,2,399,92,3,5,5,4.33,5,5,4.67,4.67,TRUE,FALSE,,,,0.03,Central Region,Lux 2Br at Tg Pagar Shenton Way
20016671,Hip Designer Studio @Novena,Lux Studio at Novena,https://a0.muscache.com/pictures/f4706b5e-ba60-4879-bd48-91985f672be0.jpg,Novena,1.32449,103.84315,Entire rental unit,Entire home/apt,3,1 bath,1,2,127,92,3,4.67,4,4.33,5,5,5,4,FALSE,FALSE,,,,0.03,Central Region,Novena entire home/apt
20084815,Prime Loft Apt in the heart of Orchard Road,"My serviced apartment is located in the heart of Orchard Road, right next to the subway station and major shopping malls. Featuring high ceilings and bay windows, the loft comes with a lounge area and fully-equipped kitchenette. Each also has a cable/satellite TV, personal safe, free WiFi and ironing facilities.",https://a0.muscache.com/pictures/70078636-fae9-4698-a3cb-59dedd01f15c.jpg,Orchard,1.30442,103.8325,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,343,6,27,4.96,5,5,5,5,4.89,4.96,TRUE,FALSE,within an hour,100%,93%,0.31,Central Region,Prime Loft Apt in the heart of Orchard Road
20096441,Pristine 2BR Apt in the Heart of Orchard Road,"My serviced apartment is located right in the heart of Orchard Road next to popular shopping malls like ION Orchard, Wisma Atria and Ngee Ann City.<br /><br />Aside from the unparalleled convenience of being right behind Singapore’s biggest shopping belt, Orchard MRT Station is at your doorstep and you’re just a train ride away to anywhere in Singapore.",https://a0.muscache.com/pictures/d68af9db-2c41-482f-9c9e-0c102e2cfe38.jpg,Orchard,1.3022,103.83398,Entire serviced apartment,Entire home/apt,5,2 baths,2,3,752,6,14,4.86,4.57,4.57,4.86,4.86,4.93,4.64,TRUE,FALSE,within an hour,100%,93%,0.17,Central Region,Pristine 2BR Apt in the Heart of Orchard Road
20459428,Studio EnsuiteA1  @ heritage apartment,"inclusive of utilities bills. No Landlord stay, no agent fees.<br />Private attached full bathroom<br />Personal Flat-TV, BIG fridge<br />Room code FPS1. Fully furnished with Aircon, Bed & Mattress, Wardrobe & Study Table/Chair<br />Free unlimited 2gbps wireless internet.<br />Personal set of washing machine & dryer, microwave, induction cooker <br />Kitchen sink for kitchen usage.<br />Relaxing Greenery View from large window. You don't even need aircon with this large window.<br />This is within a huge private walkup Apartment.",https://a0.muscache.com/pictures/miso/Hosting-20459428/original/9c77d41a-1035-4122-866e-bcd5f3ee1909.jpeg,Kallang,1.31219,103.85702,Private room in rental unit,Private room,2,1.5 baths,1,1,69,92,3,4.33,5,3.67,5,5,5,4.5,TRUE,FALSE,within a day,83%,86%,0.03,Central Region,Studio EnsuiteA1 heritage apartment
20539655,Giffard Mansion,"24hrs Foodcourt (Balestier Market) just across the road, bus stop (50191) in front of Giffard Mansion, ZS Park a 5 mins walk, Public car park (24hrs hourly pay parking), Popular eateries nearby, 15 mins walk to TTSH & Eyes hospitals.",https://a0.muscache.com/pictures/b83c5e1a-a2a3-49e5-bfd2-88de0ba5f288.jpg,Novena,1.32699,103.84962,Private room in rental unit,Private room,1,1 shared bath,1,1,39,92,24,4.83,4.83,4.79,4.88,4.83,4.71,4.75,FALSE,TRUE,,,100%,0.27,Central Region,Giffard Mansion
20625726,Aljunied Queenbed roomC > 5min MRT > CBD 15 mins,"- Airconditioned, Lockable Room & Fully Private (no sharing with stranger)<br />- Queenbed, wardrobe & study desk<br />- Bedsheet & Towel<br />- Unlimited wireless internet (1gbps)<br />- Access to Three bathrooms (shared with 6 occupants)<br />- This is a room within a guest-house-like residential apartment",https://a0.muscache.com/pictures/miso/Hosting-20625726/original/6189bb95-ed4c-4013-8da4-b27b3a3c8446.jpeg,Geylang,1.31541,103.88217,Private room in rental unit,Private room,1,3 shared baths,1,1,43,92,1,5,5,5,5,5,5,5,TRUE,FALSE,within a day,86%,100%,0.02,Central Region,Aljunied Queenbed roomC
20625773,postwar queenbed *rm > 3min walk aljunied mrt,"- Airconditioned, Lockable Room & Fully Private (no sharing with stranger)<br />- Queenbed, wardrobe & study desk<br />- Bedsheet & Towel<br />- Unlimited wireless internet (1gbps)<br />- Access to Three bathrooms (shared with 7 occupants)<br />- This is a room within a guest-house-like residential apartment",https://a0.muscache.com/pictures/424b55db-175e-4ece-825d-d889a2dcb746.jpg,Geylang,1.31539,103.88213,Private room in rental unit,Private room,1,3 shared baths,1,1,43,92,1,5,5,4,5,5,4,4,TRUE,FALSE,within a day,83%,86%,0.01,Central Region,postwar queenbed rm aljunied
20778113,1BR @ SG's foodie area,"This offer will be a very convenient and comfortable option for 2pax. 8mins drive to town, 2mins walk to the bus stop and 9mins walk to the MRT. You will be right smack at the heart of Singapore's local food scene and will be surrounded by hundreds of restaurants and bars within walking distance. I'm excited for you to see the chic and unpretentious neighbourhood with its unique mix of architecture. Enjoy great facilities including our pool, gym, basketball court, tennis court and function room.",https://a0.muscache.com/pictures/2b8deb03-f85f-4b0a-8d6b-b619d59593bc.jpg,Marine Parade,1.30928,103.89457,Private room in condo,Private room,2,1 shared bath,2,1,65,92,1,5,4,5,5,4,5,5,FALSE,FALSE,,,,0.01,Central Region,1BR SGs foodie area
20806898,Affordable 1 Studio Suite Apartment @ Orchard Road,"Conveniently located on Singapore’s bustling Orchard Road, named Orchard Point Serviced Apartments.<br /><br />Apartment Size: 44 sqm /470 sq ft<br />Sauna room/Gym/Pool<br />1 Dining Area<br />1 Queen Sized Bed<br />Max 2 to stay<br />1 Bathroom (Eco-friendly amenities) <br />Washer and Dryer<br /><br />Accessibility: Due to the existing building structure, there are 2 to 3 steps up to each apartment door, as well as 1 to 2 internal steps.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjA4MDY4OTg%3D/original/8eda26ab-a0d0-4521-ab92-5a07c0b5ed18.jpeg,Orchard,1.30252,103.84143,Entire serviced apartment,Entire home/apt,2,1 bath,0,0,248,6,6,4.5,4.5,4.33,4.67,4.67,4.83,3.33,TRUE,FALSE,within an hour,100%,100%,0.07,Central Region,Affordable Studio Suite Apartment Orchard Road
20824274,Downtown Queenbed *Room3 @ Chinatown,"- Lockable Room & Fully Private (no-sharing)<br />- Aircondition, Doublebed, wardrobe, study desk & chair <br />- Plain Bedsheet, Towel, Blanket<br />- Unlimited wireless internet (1gbps)<br />- Access to Two bathrooms (shared with 2 other occupants)<br /><br />Singaporeans, Permanent residents, Employment pass / Work Permit / Student pass holders only. Sorry, not for tourists.",https://a0.muscache.com/pictures/miso/Hosting-20824274/original/379df98d-658f-405f-a139-686f712f4025.jpeg,Outram,1.2848,103.84137,Private room in rental unit,Private room,1,2 shared baths,1,1,49,92,3,5,5,4.67,5,5,5,4.67,TRUE,FALSE,within a day,83%,86%,0.03,Central Region,Outram private room
20904654,"Large ""Studio"" @Novena no kitchen",Recently renovated studio. Rental includes utilities & is furnished for 2pax. Furniture seen is for display purposes only and subject to changes. We can replace single bed with 2 single beds or 2 double deckers bunk beds.  However this is a walkup apartment on the 2nd floor & not wheelchair friendly and no lifts,https://a0.muscache.com/pictures/980ef98b-56a6-4f62-9c56-5abf6cd871f2.jpg,Novena,1.32165,103.84119,Entire rental unit,Entire home/apt,3,1 bath,1,8,97,92,1,1,3,1,1,3,4,1,FALSE,FALSE,,,,0.01,Central Region,Large Studio Novena no kitchen
20984770,Ensuite Master3A bedroom @ heritage apmt,"This Ensuite features include:<br />- Fully Private (no-sharing) with bedroom lock<br />- Private Bathroom inside bedroom<br />- Aircondition, Doublebed, Desk & chair, Cable TV<br />- Simple Bedsheet, Towel, Blanket<br />- Unlimited wifi access (1gmbps)",https://a0.muscache.com/pictures/04faf50e-3f0f-4162-925a-2aedb9c05862.jpg,Kallang,1.31141,103.8566,Private room in rental unit,Private room,1,1 private bath,1,1,69,92,2,5,5,5,5,5,5,5,TRUE,FALSE,within a day,83%,86%,0.03,Central Region,Ensuite Master3A bedroom heritage apmt
21013726,"Lavender Semi-Ensuite*, 5 min to MRT","- Personal Private room with own shower cubicle & water basin<br />(but note: toilet cubicles / wc x3 are outside room at kitchen area shared by 5 others)<br />- Person private washer and dryer machine inside room, no-sharing<br />- Room has Aircon, Lockable door & Fully Private <br />- Queen-Size / Double-bed, study table + chair, Cable TV<br />- Basic Bedsheet / Towel<br />- Free wifi 1gbps",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjEwMTM3MjY%3D/original/3027fa5e-35c1-40c8-9a5e-c7e26a69f1ea.jpeg,Kallang,1.30852,103.86103,Private room in rental unit,Private room,1,3 baths,1,1,60,92,4,4.25,4,3.5,4.75,4.5,4.25,4,TRUE,FALSE,within a day,86%,100%,0.06,Central Region,Lavender SemiEnsuite
21015410,partial *Ensuite with own washer/dryer,"- Personal Private room with own shower cubicle & water basin<br />(but note: toilet cubicles / wc x3 are outside room at kitchen area shared by 5 others)<br />- Person private washer and dryer machine inside room, no-sharing<br />- Room has Aircon, Lockable door & Fully Private <br />- Queen-Size / Double-bed, study table + chair, Cable TV<br />- Basic Bedsheet / Towel<br />- Free wifi 1gbps",https://a0.muscache.com/pictures/ab3b368f-ffad-4021-80ca-c576fc70a2f9.jpg,Kallang,1.30895,103.86149,Private room in rental unit,Private room,1,3 baths,1,1,60,92,1,4,5,4,5,5,5,5,TRUE,FALSE,a few days or more,17%,100%,0.01,Central Region,partial Ensuite
21015874,SG Fully Furnished Studio Apartment with City View,"The ideal accommodation for business and leisure travelers looking for comfort and convenience. Lay back in your luscious yet functional room with a king-sized bed and work table. Furnished with stylish fittings and fluffy duvet, create a memorable and pleasurable stay in our Studio Deluxe Apartment. 3 - 5 minutes walk to Bras Basah, Cityhall & Bugis MRT.",https://a0.muscache.com/pictures/miso/Hosting-21015874/original/7cd15ca3-1643-4c2c-b9e1-a1524b3c93d5.jpeg,Rochor,1.29806,103.85257,Entire rental unit,Entire home/apt,2,1 bath,1,1,182,6,14,4.86,4.93,4.93,4.93,5,4.93,4.64,FALSE,TRUE,within an hour,100%,95%,0.17,Central Region,SG Fully Furnished Studio Apartment
21015876,Serviced Apartment  2 - 5mins to Bencoolen MRT,"The ideal accommodation for business and leisure travelers looking for comfort and convenience. Lay back in your luscious yet functional room with a king-sized bed and work table. Furnished with stylish fittings and fluffy duvet, create a memorable and pleasurable stay in our Studio Deluxe Apartment. 3 - 5 minutes walk to Bras Basah, Cityhall & Bugis MRT.<br /><br />*Perfect for Work-From-Home with high speed Internet*",https://a0.muscache.com/pictures/miso/Hosting-21015876/original/f19dc95f-bb58-4268-b9a2-1a36909053e4.jpeg,Rochor,1.29806,103.85257,Entire rental unit,Entire home/apt,2,1 bath,1,1,192,6,21,4.95,5,4.95,4.9,4.9,4.95,4.71,FALSE,TRUE,within an hour,100%,95%,0.25,Central Region,Serviced Apartment Bencoolen
21015880,WFH Fully Furnished Serviced Apartment | CBD Area,"Experience the perfect blend of comfort and convenience at our Studio Deluxe Apartment, ideal for both business and leisure travelers. Enjoy a luscious king-sized bed and a functional work table, perfect for Work-From-Home setups. With Bras Basah, Cityhall, and Bugis MRT stations just a 3 to 5-minute walk away, and surrounded by food and entertainment options, our location promises endless exploration. Relax in style with stylish fittings and a fluffy duvet for a memorable stay.",https://a0.muscache.com/pictures/miso/Hosting-21015880/original/4cb8a399-edad-4467-9aaf-8af5e9d44b35.jpeg,Rochor,1.29806,103.85257,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,182,6,31,4.97,4.97,4.97,5,4.97,4.94,4.84,FALSE,TRUE,within an hour,100%,95%,0.37,Central Region,WFH Fully Furnished Serviced Apartment CBD Area
21015881,CBD Studio Serviced Apartment - City View,"The ideal accommodation for business and leisure travelers looking for comfort and convenience. Lay back in your luscious yet functional room with a king-sized bed and work table. Furnished with stylish fittings and fluffy duvet, create a memorable and pleasurable stay in our Studio Deluxe Apartment. 3 - 5 minutes walk to Bras Basah, Cityhall & Bugis MRT. *Perfect for Work From Home*",https://a0.muscache.com/pictures/miso/Hosting-21015881/original/21a9b9a5-e6d9-4106-9dfd-386a69671ac0.jpeg,Rochor,1.29806,103.85257,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,182,6,9,4.89,4.89,4.89,5,4.89,5,4.67,FALSE,TRUE,within an hour,100%,95%,0.11,Central Region,CBD Studio Serviced Apartment City View
21015977,Fully Furnished Studio Apartment with Housekeeping,"The ideal accommodation for business and leisure travelers looking for comfort and convenience. Lay back in your clean yet functional room with a king-sized bed and work table. Furnished with stylish fittings and fluffy duvet, create a memorable and pleasurable stay in our Studio Deluxe Apartment. *Perfect for Work From Home*<br /><br />3 - 5 minutes walk to Bras Basah, Cityhall & Bugis MRT.",https://a0.muscache.com/pictures/miso/Hosting-21015977/original/1fa3f0d6-7ed3-42e2-b244-1ed8c5d07552.jpeg,Rochor,1.29806,103.85257,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,182,6,15,4.93,4.87,4.87,5,4.8,4.8,4.53,FALSE,TRUE,within an hour,100%,95%,0.21,Central Region,Fully Furnished Studio Apartment
21227203,3 min MRT/city area cozy room&pool@Bukit Timah,"Modern &  Spacious Studio Apartment in heart of Singapore. <br />Prime location- provides easy access to CBD, tourists spots and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experience.<br />Our modern and cozy condominium with great view, comfortably located 5 minutes walk from Hillview MRT (train) station and 1 minutes walk to bus stops. Facilities: Huge swimming pool, gymnasium, kids arena.",https://a0.muscache.com/pictures/72ee8b70-0d82-4c0a-ae76-3067d444f0ec.jpg,Bukit Timah,1.32446,103.80848,Private room in guest suite,Private room,2,1 private bath,1,1,129,92,36,4.64,4.72,4.86,4.92,4.86,4.89,4.58,FALSE,FALSE,within a few hours,100%,43%,0.42,Central Region,Bukit Timah private room
